"","Log","Cluster"
"1757","Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast",6
"1758","Also after tomorrow I'm going to be counting down the days till Sunday #cowboys #redskins @hussamouri",6
"1759","Philadelphia Eagles: Birds lose to Redskins in... http://t.co/XE0AwSNv",6
"1760","@Redskins @extremeskins Foles would like to forget that play",5
"1761","Metro To Stay Open Late For Redskins Game: WASHINGTON (AP) — Metro says its rail service will stay open late to... http://t.co/TUNGtiOk",6
"1762","#NFL Week 17 #Cowboys vs #Redskins predictions--winner take all http://t.co/YgTjU3SJ #bookieblitz",6
"1763","Cowboys-Redskins off to prime time - ESPN http://t.co/3Sv7iyjq",8
"1764","The Giants need a Redskins, Green Bay and Detroit to win to make the playoffs. If the Redskins Lose they'd need GB and DET to win as well.",6
"1765","@NFL_Stats a Redskins W over Dallas",6
"1766","The fact that the steelers didn't make the playoffs and the cowboys and giants could also not make it  too>>>>>> #NFL",6
"1767","I just looked back at my tweets, and didn't tweet anything about my @Redskins. #HTTR I feel ashamed #smh",5
"1768","#Yahoo #Trending #Now Dallas Cowboys: Players Who Must Step Up in Tell-All Game Against Redskins http://t.co/BUMq6nLB #AutoFollowBack Qo",6
"1769","@EricStyons exactly Redskins know what's at stake here",6
"1770","redskins vs cowboys game moved to primetime!",10
"1771","Todo muy apretado para @giants, si gana a @eagles, @cowboys a @redskins y @packers despacha a @vikins, habría tres en la nacional con 9-7",6
"1772","@vbejar3993 @bosox3063 @pdotson24 cowboys @ redskins primetime TV next Sunday... we must watch it!",6
"1773","All I want for Christmas is 4 tix to Skins/Cowpies! #Redskins",6
"1774","Superbowl picks: Broncos vs. Seahawks/Redskins",3
"1775","Week 17: Cowboys vs. Redskins Line at Washington -3.5 - Week 17 has very important game that NFL game has the ... http://t.co/GP59t9hm",1
"1776","Redskins have a meaningful game in December finally",6
"1777","Is it cowboys vs Redskins yet? #CowboysNation",6
"1778","NFC playoff picture: Dallas Cowboys still in control http://t.co/leNZ6pC2",6
"1779","Yall happy the Redskins finally made playoffs lmaoo",6
"1780","Shaddupp lls they still suckk RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",6
"1781","RT @B_Cavaliere: Yall happy the Redskins finally made playoffs lmaoo",6
"1782","too bad he's a redskins fan -__- sundays are gonna be awkward.",6
"1783","Washington Redskins vs. Philadelphia Eagles - Recap - December 23, 2012 http://t.co/bDMtpL47",6
"1784","@BossMan_Sholay , im #RAVENSnation buh the redskins grinding right now .",6
"1785","NFL Week 17 Cowboys vs Redskins Pick... http://t.co/Pan5Mpbg",6
"1786","RT @SCollinsEA That's why the Eagles and Redskins is a rivalry! #CCM",6
"1787","Dear Santa...all I want for Christmas is a Cowboys WIN over those overhyped Redskins.  punctuated with a reality... http://t.co/JNZyDrMG",6
"1788","Cowboys-Redskins off to prime time http://t.co/LIx17UYW",8
"1789","Tonight!! Christmas Eve ""Extravaganza"" ! at FujiMar(Lima)1401 Kst NW hosted by The #Redskins & #Wizards http://t.co/o8cinLzY",6
"1790","RT @Rich_Campbell: Some Redskins links from yesterday, starting with the PDF of our special game section. Great lead photo of Moss: http ...",6
"1791","Cowboys-Redskins off to prime time - ESPN http://t.co/kOsJurSU",8
"1792","So giants need the redskins to beat the cowboys and the packers to beat the bears and we need to beat the eagles and we'll be in#slimchances",1
"1793","The real America's Team will be revealed on Sunday night #REDSKINS",10
"1794","“@dcsportsbog: Redskins already seem kinda excited about the Cowboys game http://t.co/bCEUwXtY” feel like I'm in a time warp where's Dexter?",5
"1795","My Redskins are in a good situation beat Dallas and be NFC East Champs or if Vikings/Bears lose Wild Card in the playoffs!",6
"1796","35 days ago the Redskins were 3-6",6
"1797","RT @BmoreProbz: Ravens > Redskins",3
"1798","RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",6
"1799","all I want for xmas redskins.MP4: http://t.co/NVBhJ5EB via @youtube so cute u gonna watch",6
"1800","RT @BallHyped: #HYPED! Week 17: NFL Flexes Dallas Cowboys vs. Washington Redskins Game For Sunday Night Football http://t.co/shf6fncO",10
"1801","@SPORTS_CLEW #LT I thought #Redskins could go 10-6 b4 season too, but after that #Panthers loss, I didn't think it was possible.",6
"1802","There's a lot of proud Redskins fans out today in Northern VA! ❤💛we're ready for you Dallas!",6
"1803","GO#REDSKINS
http://t.co/7QW7Odxc",6
"1804",", ravens & redskins superbowl . dont believe me jst watch !!",3
"1805","Got questions for @ThomasBoswell as the #Redskins prep for the Cowboys? He's got answers in his online Q&A. #DallasWeek http://t.co/SiI3EiwW",6
"1806","@markthecab @mikeinns cowboys @ redskins on Sunday night football",10
"1807","I'm a huge Lions and Packers fan next weekend! #HTTR #Redskins",7
"1808","NFL needs to just give both RG3 and Luck co-Rookie of the Year",5
"1809","RT @KingJaloopi: Redskins vs. Cowboys, Sunday 8:20 it's about to go down!!!!#HTTR #RedskinsAllday ya bish!!!",7
"1810","- i give credit where its due , & the redSKINS deserve it !",6
"1811","[NEWS] @New_Era_Caps x @nfl 「Washington Redskins Logo Zoom」59Fifty Fitted Baseball Cap http://t.co/jPCcmGDN",6
"1812","RT @_akeeeeylaaaa_: , ravens & redskins superbowl . dont believe me jst watch !!",3
"1813","#IFOLLOWBACK NFL Week 17 point spreads and early line moves — Cowboys take action vs ... - Sport... http://t.co/wHL4YjGO #TeamFollowBack",6
"1814","Corrijo, de darse los resultados de mi tuit anterior, @giants, @cowboys, @redskins y @vikings tendrían récord de 9-7",6
"1815","Cowboys still in control! http://t.co/n2mBAX7Q",6
"1816","“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @2ichardson HAHAH",6
"1817","“@TheChuckCarroll: .@RGIII nominated for Rookie of the Week. #Redskins” I'll second that!",6
"1818","Redskins' win sets up big finale vs. Dallas http://t.co/rr8Lxow1",6
"1819","I can't wait till the Cowboys and Redskins game #BigGame",6
"1820","@Redskins are for real, @Cowboys beware #Redskinsnation #HTTR",7
"1821","RT @ThaAdvocate: Cowboys still in control! http://t.co/n2mBAX7Q",6
"1822","Redskins are going down next weekend!!! @MrsSlate004",1
"1823","Robert Griffin III goes 16 of 24 with 198 yards, 2 TD's, and 1 INT in Redskins 27-20 win over Eagles.",6
"1824","I've never met an redskins fan.... But now everybody screaming HTTR. Smh",7
"1825","Going to the redskins game next Sunday night!!!",10
"1826","Robert Griffin III returns as Redskins close in on NFC East title http://t.co/6oGFcOvr",6
"1827","Giants rooting for Redskins! 😂 “@richeisen: Giants only hope of playoffs: Beat Philly & hope DAL, CHI and MIN ALL lose just for the 6-seed.”",5
"1828","RT @Cptn_JP: Next Sundays Cowboys vs Redskins game was moved to prime time. #LetsGoBoys #CowboysNation",8
"1829","@Redskins Wasn't that pass to Morgan in the Redskins game for the TD a lateral pass and be counted as a run not at TD pass for RG3?",6
"1830","A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______",6
"1831","RT @cwsportsblog: Offensive Rookie of the Year race has to be a toss-up at this point. Any non-#Redskins, #Colts or #Seahawks homer woul ...",6
"1832","“@TheJadax The real America's Team will be revealed on Sunday night #REDSKINS” don't start this bs! It's Christmas Eve lol",10
"1833","@Rossstafarian all we gotta do is beat the redskins and were in",1
"1834","#Redskins game against #Cowboys gets flexed, and Barry Cofield expects the crowd to be ""electric."" #RedskinsTalk http://t.co/IQJOt1sz",6
"1835","RT @Imlzzy: I cannot wait until playoffs when the redskins fans get their heart broken lls",6
"1836","RT @tzanow: I don't understand how the Washington Redskins are allowed to be named the Redskins. It blows my mind how racist that is.",6
"1837","@darrenrovell meanwhile Russell Wilson, Andrew Luck and RGIII looking at long NFL careers",6
"1838","Coming Soon...a lil project I'm working on for my home team...#Redskins...stay tuned http://t.co/gKeHjEMr",6
"1839","@TonyDungy are you excited for the #Redskins vs Cowboys matchup? #HTTR",7
"1840","Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home!!! It gets no better!!!",1
"1841","Redskins gonna lose to the cowboys if they dont stop Bryant.",6
"1842","GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs",6
"1843","NFL – All Tennessee Titans Games! Download torrent ‘ jwuAXbK8 nfl titans Locker, Washington, Chris Johnson... http://t.co/MyLTuRlV",6
"1844","My lunch breaks are better than your lunch breaks. #cowboys #suck #giants #steelers #nfl #sport #awesome http://t.co/iLpLcJhz",6
"1845","RT @TayProSays: i'm glad the redskins won... but their name and logo are still super racist.",6
"1846","It be so funny to see all my aunts beef about the cowboys and redskins",6
"1847","@mSanders215 yo get rid of that redskins decal #fuckthemspooks",6
"1848","RT @VonSoTrill: A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______",6
"1849","RT @jay619o: Redskins is a blatant racist name",6
"1850","RT @SPORTS_CLEW: Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast",6
"1851","@SportsCenter @dallascowboys @redskins #Jaws never gives a chance that's why his pick have been trash this year! WE WILL WIN! #HTTR",1
"1852","Skins/Eagles Review http://t.co/btLTEhdE",6
"1853","I love my sister @insr911 but she was brought by the stork #WeWantDallas #HTTR @SuperSkin1 @RG3Woman @Redskins @RGIII http://t.co/LsXyQf4R",7
"1854","Cowboys vs Redskins, last game of the year, win or go home......dude....",6
"1855","RT @tikidaisy: ""My team is automatically better than yours because the name isn't racist"" - fan of any team that isn't the #Redskins",6
"1856","RT @ReezyRelle_XD: Redskins gonna lose to the cowboys if they dont stop Bryant.",6
"1857","The Redskins Oline has proved everyone wrong this year. And mo hurt stepped up big time. #HAILthebigboys",6
"1858","@CutonDime25 That move you put on number 50 of the redskins ! Lol he was like whered he go??? #Shady #eagles",5
"1859","RT @Wale: Getme RT @KDTrey5: HAIL TO THE REDSKINS!!!!!! 9-6 with them cupcakes coming to Landover, MD next week",1
"1860","@Shane_Thrailkil @ZachUrner zach if the redskins win you.arent getting in",6
"1861","Next Sunday is going to be so sick. Going to the Cowboys vs Redskins game in DC for the division and the game got changed to 8:20! #Cowboys",10
"1862","Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griftmas! cc: @cannonjw http://t.co/mPdr12AN",6
"1863","If these Cowboys make it to play offs gonna be waste of there time going #TeamTexans#TeamRedsins fuck any other NFL teams",6
"1864","Lo que se viene. En SNF el próximo domingo! @ESPNdeportesNFL mis @Redskins van a asegurar el pase!!",6
"1865","@tommiecollins it's still more redskins!!",6
"1866","RT @JUSSCORi: *redskins “@PoppinBands: Cowboys fans never give credit where credit is due.”",6
"1867","@HockeyyInsiderr no redskins all the way #HTTR",7
"1868","Oh “@MrDCsports: Remember before season everyone said ""Redskins better get their wins early because the last 7 games on schedule is brutal""”",6
"1869","I geek to these guys on 98.5 right now, how do these guys get jobs? The Cowboys have nothing to play for? Do you watch the NFL?",6
"1870","RT @CowboysDaily: NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/OncSMsSH",6
"1871","Redskins going down next week #dallasnation",1
"1872","RT @Zackerman: IM DELIVERING TO THE REDSKINS. Thank you Potbelly.",6
"1873","Greenbay now has something to play for. Redskins playing at home and better team. So it comes down to Lions beating Bears. #Giants",6
"1874","Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griffmas! cc: @cannonjw http://t.co/mPdr12AN",6
"1875","Predictions for Cowboys vs. Redskins??",6
"1876","Imagine a Colts/Redskins superbowl..",3
"1877","Even with the loss the cowboys had last night, if they beat theredskins Sunday night, the cowboys are in and redskins are out #CowboysNation",10
"1878","its #redskins week. Time to knock that smug smerk off of #RGIII face. Show these kids what a bigtime game feels like. #CowboysNation",5
"1879","Can't believe I have to root for Dallas #gross #loserspool RT @SportsCenter: Sunday's Cowboys-Redskins showdown will decide NFC East champ.",6
"1880","Where they rank on offense, defense: Despite an impressive overtime win in Dallas on Sunday, the ... http://t.co/Rifo84tO #nfcsouth #nfl",6
"1881","Hey @jkrusewicz85 who knew you and @Maria_Sansone would be hanging out in Erie, PA for the holiday. @OnecrazyD how about those @Redskins !!",6
"1882","Game Notes: Murray Fumbles Again; Austin Delivers Late http://t.co/yFcJqCP8 via @Cowboys",6
"1883","RT @TheJadax: The real America's Team will be revealed on Sunday night #REDSKINS",10
"1884","@espn_nfceast Perfect explanation.  Bottom line, as a die hard fan - Redskins will be NFC East champs - just my take.",5
"1885","Players, Coaches, Official React To Controversial Final Play http://t.co/Jvz0KKJ9 via @Cowboys",6
"1886","All the Redskins gotta do is win and Giants dont make playoffs 🙌 http://t.co/4jF3Nzld",6
"1887","Dec. 24th - NFL/NFC: Seahawks (Coach Carroll/QB Wilson), Colts (QB Luck), Falcons, Packers & Cowboys; AFC: Broncos (QB Manning) & Patriots .",3
"1888","Ive failed as an older brother....my little brother likes the redskins 😪",6
"1889","Bryant Has Career Performance; Keeps Touchdown Streak Alive http://t.co/0iUG9fm6 via @Cowboys",6
"1890","A couple of underrated plays from #Redskins win? Santana's fumb. recovery on ""backwards"" pass at PHIL 7. Also, Jarvis blowing up McCoy -3.",6
"1891","#REDSKINS fans let me know if I'm not following back",6
"1892","@___Chizum I say right now he is #4,but depending on how far the redskins go this year that number can move up",6
"1893","RT @dustin_bragg21: Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home ...",1
"1894","RT @MoneyTone21: @NFL_Stats a Redskins W over Dallas",6
"1895","Yesterday was also a great football day #redskins won #giants lost and #cowboys choked 😏🏈",6
"1896","“@LicensePlateGuy: GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs” I hope so but I only see three of those happening",6
"1897","All I  want for Christmas is a Redskins win over the Cowboys.",6
"1898","Why haven't Redskins clinched division?  Thought they owned tie-breakers against Dallas & NY--best they can do it tie, right?",6
"1899","Ooohwee big Sunday next week Dallas vs Redskins for the playoff spot. Boys better get ready!!",1
"1900","MT @csnwashington: #Redskins game vs #Cowboys gets flexed, Barry Cofield expects crowd to be ""electric."" #RedskinsTalk http://t.co/fvbiCyPj",6
"1901","I'm a pretty big fan of the Lions, Redskins, and Packers... I also believe in Miracles #NYG",6
"1902","They pick Dallas to win so easily like the Redskins haven't won 6 in a row....",5
"1903","RT @SaintsFanZone: #TwitNewsNow Saints 34, Cowboys 31 (OT) http://t.co/Bjzjw9Yw #NFL",6
"1904","Cowboys' Jason Witten sets season receptions record by tight end

http://t.co/43IjNbeM #CowboyNation #NFL",6
